Tair,tr,RH,vel,clo,Met,Âge,Sexe,Tout,Season,cooling type,Building_type,top,tg,PMV,SET,thermal_sensation,thermal_preference,Climate,Koppen climate classification,City,Country,TSV_3p
30.3,,74.2,0.0,0.17,1.2,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.5,,73.5,0.2,0.29,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.5,,72.9,0.2,0.34,1.1,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.3,,76.4,0.5,0.27,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.4,,75.6,0.1,0.19,1.2,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.4,,75.6,0.1,0.25,1.1,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.7,,75.5,0.4,0.2,1.1,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.7,,75.5,0.4,0.18,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-2,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.9,,68.8,0.4,0.22,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.6,,63.8,0.1,0.19,1.3,17.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.6,,63.8,0.2,0.22,1.0,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.6,,65.1,0.1,0.09,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.5,,63.7,0.2,0.41,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.5,,67.5,0.6,0.32,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
31.8,,65.6,0.1,0.3,1.2,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.6,,66.0,0.2,0.32,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.6,,66.0,0.1,0.22,1.1,17.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.1,,71.6,0.2,0.3,1.2,56.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.2,,72.2,0.2,0.2,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.5,,69.1,0.4,0.32,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.5,,69.1,0.3,0.27,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.8,,69.4,0.1,0.17,1.0,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.0,,66.7,0.3,0.3,1.0,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
32.5,,65.2,0.2,0.19,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
32.2,,64.5,0.2,0.17,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
32.8,,66.0,1.0,0.29,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.2,,69.7,0.2,0.16,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.4,,70.6,0.2,0.31,1.0,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.4,,69.8,1.0,0.11,1.1,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
29.3,,70.8,0.2,0.09,0.9,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.3,,72.1,0.1,0.2,1.2,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.4,,69.5,0.1,0.27,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.4,,69.5,0.1,0.27,1.2,17.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.7,,61.7,0.4,0.26,0.9,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.7,,61.7,0.4,0.36,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.5,,64.5,0.1,0.44,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
30.2,,64.5,0.1,0.26,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
29.7,,64.5,0.3,0.18,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.7,,64.5,0.3,0.18,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.1,,61.8,0.1,0.18,0.9,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.1,,61.8,0.1,0.36,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.0,,66.7,0.1,0.19,1.2,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.0,,66.7,0.2,0.26,0.9,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.6,,61.6,1.0,0.34,0.9,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.6,,61.6,1.0,0.17,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.0,,66.2,0.1,0.4,1.1,46.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
29.7,,71.0,0.0,0.52,1.2,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
31.2,,68.6,0.8,0.18,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.2,,68.6,0.2,0.19,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
34.6,,59.4,0.4,0.3,1.0,56.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
34.6,,59.4,0.2,0.27,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.0,,66.6,0.1,0.18,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.0,,66.6,0.1,0.18,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
35.3,,56.2,0.5,0.27,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
35.3,,56.2,0.1,0.27,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.3,,66.3,0.1,0.18,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
34.3,,58.5,0.2,0.46,1.0,66.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
35.1,,63.0,0.2,0.26,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.0,,66.3,0.3,0.2,1.0,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.0,,66.3,0.3,0.18,1.0,17.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.5,,65.2,1.3,0.09,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
34.3,,58.5,0.5,0.37,0.9,46.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
34.3,,58.5,0.5,0.3,0.9,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.2,,65.0,0.3,0.22,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
34.4,,59.8,0.1,0.09,0.9,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
34.4,,59.8,0.0,0.3,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
32.9,,62.9,0.5,0.18,1.1,17.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
28.3,,76.3,0.2,0.3,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
28.3,,76.3,0.2,0.27,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.1,,71.8,0.1,0.28,0.9,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.1,,71.8,0.1,0.46,1.0,17.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.2,,67.1,0.2,0.37,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
30.6,,65.9,0.1,0.09,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
30.6,,65.9,0.1,0.33,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.5,,62.2,0.1,0.18,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.1,,63.6,0.3,0.2,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-2,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.4,,67.0,0.1,0.2,1.1,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
30.7,,65.8,0.7,0.18,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.7,,67.0,0.2,0.27,1.1,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
30.5,,68.5,0.2,0.3,1.1,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.9,,64.0,0.2,0.27,1.1,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
30.9,,65.0,0.1,0.27,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.2,,60.6,0.0,0.19,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.8,,62.2,0.2,0.17,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.5,,59.0,0.1,0.27,0.9,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
31.5,,59.0,0.1,0.27,0.9,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,-3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
32.4,,61.1,0.1,0.27,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.6,,61.6,0.3,0.28,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.6,,61.6,0.2,0.17,1.0,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.9,,64.3,0.2,0.32,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
32.9,,64.3,0.2,0.36,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.5,,64.6,0.3,0.27,1.0,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.1,,64.3,0.1,0.36,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.1,,64.3,0.1,0.36,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.5,,63.5,0.1,0.22,1.1,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.8,,65.3,0.2,0.36,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.8,,65.3,0.2,0.27,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.6,,61.1,0.1,0.3,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
33.6,,61.1,0.2,0.17,1.0,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
34.0,,62.4,0.2,0.3,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
34.0,,62.4,0.2,0.2,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.7,,71.3,0.5,0.4,1.1,36.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.7,,71.3,0.3,0.35,1.1,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
34.2,,63.6,0.3,0.22,1.0,36.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.1,,70.9,1.2,0.27,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.1,,70.9,1.0,0.26,1.0,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.5,,67.6,0.0,0.19,1.0,46.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.1,,71.1,0.3,0.2,1.1,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.0,,70.1,0.0,0.42,1.1,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.5,,73.2,0.0,0.09,1.0,17.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.9,,72.6,0.1,0.19,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
32.4,,70.6,0.1,0.18,1.0,46.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.4,,70.6,0.1,0.44,1.1,17.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.5,,63.5,0.1,0.17,1.1,17.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.4,,68.8,0.0,0.27,1.0,25.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.9,,69.3,0.0,0.18,1.0,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kuching,Malaysia,1
31.5,,71.6,0.0,0.09,1.0,46.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kuching,Malaysia,1
31.7,,71.1,0.0,0.22,1.1,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kuching,Malaysia,1
32.1,,71.4,0.0,0.18,1.0,17.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kuching,Malaysia,1
31.3,,72.3,0.2,0.18,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,2,0,Tropical rainforest,Af,Kuching,Malaysia,1
31.3,,72.3,0.2,0.17,0.9,56.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kuching,Malaysia,0
30.9,,72.9,0.1,0.18,1.0,25.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kuching,Malaysia,0
30.9,,74.2,0.5,0.17,1.0,46.0,Male,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kuching,Malaysia,0
30.9,,74.2,0.5,0.27,1.0,46.0,Female,28.5,Spring,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kuching,Malaysia,0
31.3,,71.2,1.1,0.19,1.1,25.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,-1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
31.3,,71.2,1.0,0.27,1.1,25.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,-1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
31.0,,68.5,0.1,0.18,1.0,56.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.3,,63.6,0.0,0.2,1.2,36.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
30.1,,62.2,0.6,0.17,0.9,17.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
30.1,,62.2,0.6,0.19,1.0,17.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.3,,61.2,0.5,0.3,1.0,66.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.9,,67.5,0.2,0.19,1.0,36.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
31.4,,66.2,0.4,0.27,1.1,36.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.3,,65.3,0.0,0.18,1.1,36.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,0,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
32.9,,64.1,0.8,0.18,1.1,66.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,0
32.9,,64.1,0.3,0.27,1.0,17.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,3,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.1,,69.3,0.4,0.18,1.0,25.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.1,,69.5,0.1,0.09,1.0,17.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,-1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,-1
32.2,,70.4,0.4,0.26,0.9,25.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.2,,70.4,0.2,0.18,0.9,17.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.2,,70.3,0.2,0.16,1.0,36.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.2,,70.3,0.4,0.2,1.0,36.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.2,,70.5,0.3,0.18,1.0,25.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,3,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.1,,70.3,0.0,0.3,1.1,56.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,1,0,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
32.1,,73.2,0.1,0.18,1.2,56.0,Female,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,2,-1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
31.4,,75.6,0.2,0.19,1.0,66.0,Male,27.5,Winter,Naturally Ventilated,Multifamily housing,,,,,1,1,Tropical rainforest,Af,Kota Kinabalu,Malaysia,1
29.8,,74.4,0.5,0.3,1.0,25.0,Female,28.0,Summer,Naturally Ventilated,Multifamily housing,,,,,0,-1,Tropical rainforest,Af,Bedong,Malaysia,0
29.8,,74.4,0.5,0.2,1.1,36.0,Female,28.0,Summer,Naturally Ventilated,Multifamily housing,,,,,-3,-1,Tropical rainforest,Af,Bedong,Malaysia,-1
30.5,,75.1,0.2,0.3,1.1,25.0,Female,28.0,Summer,Naturally Ventilated,Multifamily housing,,,,,-1,0,Tropical rainforest,Af,Bedong,Malaysia,-1
30.9,,73.7,0.1,0.46,1.0,25.0,Female,28.0,Summer,Naturally Ventilated,Multifamily housing,,,,,1,-1,Tropical rainforest,Af,Bedong,Malaysia,1
